id,documents__score,errors__id,errors__message
6426462,0.992088199,,
8154238,0.5,,
5020861,0.731482565,,
9611409,0.993590355,,
8939306,0.953552127,,
5423692,0.995893359,,
9159975,0.954802752,,
7561272,0.953552127,,
7326419,0.981402874,,
9373607,0.864666939,,
8939433,0.953552127,,
8939503,0.953552127,,
8742753,0.969507813,,
8939687,0.953552127,,
3793406,0.974021435,,
9134196,0.943886042,,
6007267,0.895106971,,
3422894,0.90903008,,
3630581,0.992088199,,
9394508,0.985088706,,
7348578,0.953552127,,
8869680,0.97333771,,
2979387,0.750639677,,
1531458,0.992088199,,
1549973,0.992088199,,
1123977,0.5,,
5719631,0.992088199,,
9580209,0.985088706,,
9364220,0.943886042,,
9663221,0.985088706,,
9636952,0.985088706,,
8594059,0.224404752,,
3679617,0.992088199,,
9416551,0.985088706,,
9511676,0.912424207,,
3158243,0.992088199,,
8327124,0.991187155,,
4311078,0.5,,
3329962,0.992088199,,
3263071,0.992088199,,
6250399,0.992088199,,
7387294,0.981402874,,
7363462,0.953552127,,
8156894,0.5,,
1150519,0.987336278,,
5969872,0.892323852,,
9617068,0.208025455,,
4438188,0.995145082,,
1521633,0.992088199,,
6623079,0.5,,
7561254,0.953552127,,
3494608,0.968424201,,
3085726,0.992088199,,
2256124,0.906686962,,
7071021,0.992088199,,
6938103,0.995893359,,
6913414,0.938442111,,
3706719,0.992088199,,
8174626,0.943166494,,
1571230,0.992088199,,
4270642,0.992088199,,
5407311,0.992088199,,
9558353,0.985088706,,
7247767,0.992638648,,
7353834,0.992088199,,
9319891,0.985088706,,
7550234,0.953552127,,
8939736,0.953552127,,
7247720,0.992638648,,
1786923,0.992088199,,
7649837,0.5,,
3610724,0.955343902,,
7988337,0.904809356,,
1773803,0.97333771,,
3770248,0.992088199,,
3291295,0.5,,
10031055,0.962723851,,
8939595,0.953552127,,
8155580,0.5,,
6705584,0.992088199,,
1417880,0.992088199,,
7245692,0.980477691,,
7153101,0.954802752,,
9014572,0.969507813,,
585418,0.5,,
4484426,0.992088199,,
3291777,0.992088199,,
3096191,0.985088706,,
6249536,0.992088199,,
5744931,0.943166494,,
8156764,0.5,,
3303857,0.992088199,,
8155710,0.5,,
8156860,0.5,,
293890,0.972444057,,
7915432,0.819757819,,
1589461,0.992088199,,
9303530,0.985088706,,
7809718,0.750841379,,
140331,0.969233274,,
9462315,0.860633969,,
565703,0.5,,
1147349,0.126182556,,
7262358,0.986165285,,
723723,0.991413593,,
4757025,0.932645559,,
3334052,0.749704838,,
7036707,0.981920481,,
5272327,0.922110856,,
3921664,0.923390448,,
9974658,0.991413593,,
794633,0.86999011,,
3959442,0.851110578,,
6824408,0.906168222,,
7859906,0.958019853,,
9636248,0.95793879,,
911001,0.5,,
1249060,0.974132776,,
1566487,0.958716571,,
9711153,0.985554934,,
4856986,0.977699101,,
2130652,0.961945772,,
5524530,0.974226952,,
9216874,0.777032256,,
7971395,0.983270884,,
2593263,0.5,,
1614502,0.995408297,,
4477426,0.966434717,,
7648716,0.977699101,,
9696912,0.962434888,,
3585592,0.752673924,,
3757858,0.98757571,,
7219838,0.5,,
6022715,0.985803008,,
7685745,0.964329123,,
4565370,0.981939673,,
4783817,0.847253144,,
2593176,0.5,,
3143227,0.5,,
1214306,0.941815734,,
3533224,0.981235385,,
6675927,0.966806591,,
1772119,0.974226952,,
7808495,0.837485909,,
4539948,0.5,,
7768727,0.958019853,,
769213,0.959873915,,
5328449,0.980860591,,
1763809,0.5,,
1499596,0.948754013,,
4737727,0.937155366,,
8242212,0.960682631,,
8186781,0.98708421,,
7229015,0.98783952,,
2274086,0.985019028,,
4387985,0.903437734,,
9909445,0.992300153,,
7664899,0.976212442,,
4773614,0.5,,
3946674,0.981939673,,
8616488,0.93887639,,
5259194,0.978246927,,
2032805,0.974226952,,
3751503,0.98757571,,
7581974,0.977699101,,
6558980,0.896497369,,
2399736,0.961945772,,
8674765,0.951810837,,
6004165,0.973593235,,
1826155,0.974226952,,
4857192,0.977699101,,
7748905,0.850836635,,
973859,0.906168222,,
6716380,0.690253079,,
7953211,0.977486014,,
5241773,0.978246927,,
3144597,0.972566485,,
7698916,0.993614554,,
5069495,0.759789646,,
4430381,0.903371453,,
3177005,0.721043348,,
4430233,0.903371453,,
670009,0.910270214,,
4577542,0.84849596,,
6764646,0.852881551,,
4256705,0.967590094,,
8812578,0.960682631,,
341454,0.903371453,,
8195629,0.985554934,,
2577625,0.912609816,,
555858,0.910270214,,
4814811,0.950765073,,
660603,0.5,,
3940265,0.941815734,,
9516608,0.5,,
9712716,0.962434888,,
5813657,0.96556443,,
8884826,0.925128698,,
1978743,0.974226952,,
6091789,0.5,,
6165353,0.99324286,,
1244053,0.837485909,,
8508223,0.898318291,,
6991188,0.5,,
6451305,0.9315871,,
7531405,0.990529299,,
9612147,0.5,,
666897,0.910270214,,
4061051,0.967347562,,
3394338,0.996882439,,
4238106,0.976045489,,
7350059,0.74574697,,
5262750,0.5,,
2802844,0.948754013,,
3024336,0.958260775,,
10192213,0.991295576,,
3970736,0.944197774,,
4546924,0.5,,
2760901,0.999447584,,
3490239,0.5,,
3416217,0.981277406,,
5537833,0.991642952,,
8866960,0.996248126,,
3354614,0.980190873,,
8953857,0.928129196,,
7093738,0.227048427,,
5277900,0.962970436,,
1171574,0.893607974,,
74328,0.971311331,,
2612399,0.893607974,,
2515795,0.919470906,,
7093910,0.227048427,,
4170863,0.9859851,,
1442973,0.915577292,,
4396961,0.149250299,,
2112625,0.983064711,,
8814802,0.939409256,,
8273948,0.925629199,,
319768,0.5,,
1961671,0.935681939,,
3691288,0.991852403,,
8703557,0.954404473,,
8049470,0.895236135,,
1455908,0.989184141,,
3463245,0.754295945,,
4172364,0.149250299,,
3728802,0.940758586,,
6512378,0.945339262,,
7921278,0.947058976,,
4468524,0.149250299,,
8424532,0.991187155,,
6990882,0.227048427,,
4017140,0.96465832,,
8104742,0.227048427,,
9407255,0.961315155,,
1377812,0.975127876,,
4432489,0.820129395,,
7471629,0.832141757,,
8067827,0.993205428,,
4384095,0.149250299,,
1351716,0.5,,
8392661,0.787045956,,
281208,0.991187155,,
7859909,0.958191156,,
1404307,0.813539624,,
7480843,0.8875947,,
877203,0.959855437,,
7037291,0.990925074,,
8173825,0.924823344,,
7619060,0.992985368,,
8103432,0.851878762,,
3998922,0.992607117,,
8922153,0.259385794,,
5932882,0.909677029,,
6187340,0.988626719,,
8350401,0.909677029,,
1273432,0.990368783,,
2830174,0.989507914,,
9370866,0.259385794,,
3946160,0.981121063,,
113951,0.960122705,,
5060388,0.987026811,,
286712,0.915365934,,
5463875,0.983326793,,
7093986,0.227048427,,
7429207,0.973461628,,
5792683,0.991599679,,
1856970,0.987026811,,
4084712,0.868989229,,
9258687,0.967774987,,
9736801,0.947058976,,
4297068,0.902716756,,
2387605,0.992985368,,
879181,0.959855437,,
7241905,0.873758137,,
1246809,0.995036364,,
5615620,0.5,,
936484,0.949068308,,
5415077,0.966958642,,
938785,0.949068308,,
934216,0.949068308,,
3385421,0.5,,
5981343,0.987207174,,
9706229,0.915818214,,
9444769,0.949111938,,
5422159,0.961696506,,
3380159,0.974817634,,
9294683,0.915818214,,
8253456,0.996537685,,
944237,0.949111938,,
4165387,0.978585243,,
9866984,0.699821711,,
7179337,0.949111938,,
9768655,0.932813644,,
8015531,0.976161242,,
991961,0.98167789,,
4597584,0.957554936,,
8035212,0.5,,
8053396,0.729355335,,
2516391,0.942661226,,
7581631,0.959381104,,
7067650,0.837641478,,
706385,0.994168639,,
6005443,0.995056629,,
6523393,0.911995411,,
7922676,0.869110703,,
682135,0.894186497,,
4678866,0.990380883,,
708774,0.959381104,,
3158210,0.805606961,,
1494828,0.959381104,,
7291403,0.925024748,,
7075357,0.907330692,,
8000037,0.927557707,,
1652097,0.966197431,,
4660460,0.756409287,,
5593504,0.946972728,,
7999692,0.927557707,,
619366,0.994168639,,
7999972,0.927557707,,
3379116,0.972712278,,
10272763,0.946972728,,
10077121,0.969743848,,
7536219,0.845626354,,
7936877,0.967828512,,
2693137,0.983857512,,
5707514,0.992427051,,
7844444,0.997104526,,
535300,0.986168861,,
8294379,0.829011202,,
4481979,0.969539285,,
244499,0.721506476,,
3316219,0.986293077,,
6613601,0.895066977,,
7833113,0.879175901,,
7439802,0.890619695,,
9597415,0.974671841,,
7401671,0.97397536,,
5330475,0.019718796,,
8067001,0.800564528,,
8829089,0.98903954,,
8814555,0.988283634,,
6913706,0.974817634,,
2387265,0.974996567,,
48319,0.5,,
9885225,0.974817634,,
6990477,0.974817634,,
117862,0.5,,
7777219,0.973968029,,
7840228,0.974817634,,
7438635,0.890619695,,
9151865,0.973968029,,
7204672,0.981751084,,
6734621,0.928403318,,
2263643,0.938788176,,
4608208,0.933327794,,
8048333,0.5,,
8050642,0.991187155,,
7329805,0.970985293,,
6848455,0.232476562,,
9695233,0.865766048,,
5164581,0.981510758,,
2208757,0.981510758,,
226536,0.96382463,,
176678,0.987939358,,
7050534,0.995130777,,
3876097,0.938788176,,
1260259,0.939976096,,
8443952,0.826298833,,
10068879,0.924103856,,
10136155,0.998416483,,
5195064,0.981510758,,
9961538,0.981510758,,
492287,0.841694117,,
8029177,0.788233757,,
8882345,0.923143566,,
7676574,0.979453683,,
1831338,0.934155047,,
1840671,0.934155047,,
8327083,0.991187155,,
1696015,0.953526855,,
6855839,0.171841025,,
3345341,0.971774101,,
4410493,0.949068308,,
19619,0.98167789,,
7597244,0.976760626,,
9652574,0.958787262,,
7109376,0.5,,
3534364,0.904232681,,
6671901,0.977508068,,
9863484,0.997104466,,
7249631,0.171841025,,
6222245,0.5,,
10292753,0.975120604,,
7760836,0.180079877,,
7324993,0.5,,
5760902,0.5,,
7035498,0.926927149,,
8956631,0.994494796,,
6766708,0.974817634,,
4264043,0.977508068,,
6186081,0.975120604,,
1472532,0.969881058,,
5900224,0.893185973,,
9374358,0.991204619,,
5874421,0.974817634,,
8829474,0.974817634,,
6228474,0.98167789,,
3995007,0.966839075,,
19611,0.98167789,,
1200829,0.98167789,,
3673759,0.915396094,,
3686556,0.140265137,,
2881446,0.888076067,,
9318853,0.77079457,,
6328150,0.79069984,,
2154617,0.5,,
6187841,0.828664899,,
9371895,0.939098358,,
4318031,0.941990972,,
8168476,0.5,,
6482984,0.988869429,,
6316917,0.969881058,,
5446176,0.949068308,,
4669377,0.994573355,,
4151430,0.5,,
5446513,0.949068308,,
937370,0.949068308,,
1833250,0.5,,
902243,0.991057515,,
4053644,0.928938031,,
1084046,0.949068308,,
8811781,0.949068308,,
4243163,0.5,,
4569115,0.974817634,,
4190771,0.5,,
3543084,0.98167789,,
6315435,0.98167789,,
6704004,0.98167789,,
1797207,0.98167789,,
271509,0.98167789,,
4410789,0.949068308,,
9577993,0.97533685,,
9532957,0.791339993,,
9497431,0.974817634,,
217142,0.991057515,,
1732280,0.949068308,,
4240933,0.949068308,,
443942,0.882429123,,
8308386,0.949068308,,
8227038,0.921956897,,
2489339,0.98167789,,
8054892,0.98167789,,
1493197,0.98167789,,
4417792,0.98167789,,
5048597,0.949111938,,
6278191,0.994239748,,
8891577,0.974817634,,
4163306,0.5,,
59827,0.98167789,,
8571518,0.923454285,,
3820186,0.5,,
1084084,0.949068308,,
257140,0.98167789,,
8956628,0.994494796,,
8815061,0.974817634,,
4677524,0.994573355,,
3139847,0.966839075,,
6975036,0.98114574,,
4151093,0.5,,
4256558,0.98167789,,
2110357,0.989913464,,
8147986,0.247909576,,
2905375,0.98167789,,
4257097,0.5,,
931154,0.949068308,,
4363919,0.5,,
5019444,0.93676734,,
931758,0.949068308,,
301059,0.98167789,,
8815638,0.974817634,,
2068301,0.974236012,,
8487843,0.926927149,,
8608233,0.95119369,,
5446156,0.949068308,,
2691273,0.5,,
7807090,0.949068308,,
8306646,0.949068308,,
1055661,0.98167789,,
7806698,0.949068308,,
24212,0.98167789,,
8027776,0.994494796,,
6868378,0.98167789,,
7249508,0.171841025,,
7544337,0.934932113,,
19623,0.98167789,,
4210585,0.949068308,,
5784320,0.949068308,,
7347229,0.978585243,,
4676275,0.954091191,,
2489283,0.98167789,,
277416,0.991057515,,
7699356,0.966950774,,
5847934,0.5,,
9886971,0.974817634,,
5446180,0.949068308,,
4242626,0.5,,
23430,0.98167789,,
2186330,0.949068308,,
9477204,0.991906762,,
5683765,0.5,,
9900319,0.919573009,,
5691933,0.5,,
8829472,0.974817634,,
5183938,0.974817634,,
224763,0.991057515,,
4520179,0.957269669,,
284813,0.798623621,,
4402880,0.5,,
2660384,0.976161242,,
6973790,0.949111938,,
7116795,0.980243683,,
9910189,0.98534739,,
6854552,0.171841025,,
8668410,0.949068308,,
4311244,0.5,,
7616008,0.854323745,,
4776823,0.966839075,,
8082659,0.877823472,,
808134,0.98167789,,
8984454,0.933797598,,
6403878,0.245630354,,
529090,0.236666024,,
2392869,0.974817634,,
5289293,0.966839075,,
4783585,0.994573355,,
286080,0.98167789,,
1601714,0.974817634,,
9474025,0.810735583,,
8843162,0.913775682,,
8409750,0.947620571,,
6033201,0.5,,
5058302,0.994573355,,
4264056,0.977508068,,
1707064,0.984538198,,
4082986,0.99240005,,
9138600,0.932813644,,
4190689,0.5,,
3033913,0.180079877,,
6362918,0.854323745,,
2935486,0.983898342,,
9031119,0.974817634,,
5270886,0.949111938,,
59838,0.98167789,,
59708,0.98167789,,
1476298,0.969881058,,
6850007,0.996171594,,
8922554,0.829460204,,
7440415,0.967827678,,
9311687,0.959788799,,
631445,0.924140871,,
6545773,0.5,,
8036985,0.989834666,,
4661374,0.960771143,,
365550,0.846378684,,
7777381,0.982486367,,
1778989,0.853922844,,
5031285,0.815861344,,
5031383,0.815861344,,
208356,0.846378684,,
3552523,0.839999676,,
3487824,0.839999676,,
10140582,0.935216308,,
8068232,0.953000188,,
1709737,0.853922844,,
9408991,0.982486367,,
7110655,0.959166765,,
9012948,0.99602747,,
8372038,0.842154503,,
2051658,0.888076067,,
7506165,0.974817634,,
7311407,0.949111938,,
397117,0.202571183,,
4516960,0.222183824,,
9089308,0.901782751,,
934123,0.949068308,,
3891695,0.974817634,,
6514446,0.998578191,,
9863312,0.999765575,,
8805211,0.974817634,,
7954781,0.953572869,,
2944021,0.983742237,,
4395349,0.5,,
3282000,0.980342925,,
6687939,0.978585243,,
6613192,0.78336823,,
9900303,0.910411,,
7860710,0.969881058,,
7510776,0.974817634,,
9183380,0.974817634,,
9201292,0.974817634,,
9939025,0.910411,,
8100190,0.949068308,,
935671,0.949068308,,
936177,0.949068308,,
922986,0.949068308,,
1200083,0.949068308,,
935432,0.949068308,,
604600,0.999521554,,
1251763,0.911990762,,
607788,0.999521554,,
6278361,0.750504375,,
936378,0.949068308,,
92835,0.202571183,,
4009508,0.974817634,,
935862,0.949068308,,
8187537,0.975120604,,
10132385,0.783290088,,
9516114,0.9483459,,
2749725,0.901362658,,
8101251,0.949068308,,
5201816,0.911990762,,
9329068,0.5,,
8704438,0.5,,
8052542,0.989834666,,
4251426,0.5,,
6020744,0.987613916,,
4251235,0.5,,
8093529,0.180079877,,
654734,0.991178393,,
3489083,0.954091191,,
8691263,0.992077291,,
3971934,0.974817634,,
7732071,0.913366556,,
1251813,0.911990762,,
10247453,0.5,,
6740521,0.884227455,,
2955782,0.5,,
8568567,0.988480926,,
1251707,0.911990762,,
