,0
8922153,0
5932882,1
6187340,0
8350401,1
1273432,0
2830174,0
9370866,0
3946160,0
113951,0
5060388,0
286712,0
5463875,0
7093986,0
7429207,0
5792683,0
1856970,0
4084712,0
9258687,0
9736801,0
4297068,0
2387605,0
879181,0
7241905,0
1246809,1
5615620,0
936484,0
5415077,0
938785,0
934216,0
3385421,0
5981343,0
9706229,0
9444769,0
5422159,0
3380159,1
9294683,0
8253456,1
944237,0
4165387,1
9866984,0
7179337,0
9768655,0
8015531,0
991961,1
4597584,0
8035212,0
8053396,0
2516391,0
7581631,0
7067650,0
706385,1
6005443,1
6523393,0
7922676,0
682135,0
4678866,0
708774,0
3158210,0
1494828,0
7291403,0
7075357,0
8000037,0
1652097,1
4660460,0
5593504,0
7999692,0
619366,1
7999972,0
3379116,0
10272763,0
10077121,0
7536219,0
7936877,0
2693137,0
5707514,0
7844444,0
535300,1
8294379,1
4481979,0
244499,0
3316219,0
6613601,0
7833113,0
7439802,0
9597415,0
7401671,0
5330475,0
8067001,0
8829089,1
8814555,2
6913706,1
2387265,0
48319,0
9885225,1
6990477,1
117862,0
7777219,0
7840228,1
7438635,0
9151865,0
7204672,1
6734621,0
2263643,1
4608208,0
8048333,0
8050642,0
7329805,0
6848455,0
9695233,0
5164581,0
2208757,0
226536,0
176678,0
7050534,0
3876097,1
1260259,0
8443952,0
10068879,0
10136155,0
5195064,0
9961538,0
492287,0
8029177,0
8882345,0
7676574,0
1831338,0
1840671,0
8327083,0
1696015,0
6855839,0
3345341,0
4410493,0
19619,1
7597244,0
9652574,0
7109376,0
3534364,0
6671901,0
9863484,1
7249631,0
6222245,0
10292753,0
7760836,0
7324993,0
5760902,0
7035498,0
8956631,0
6766708,1
4264043,0
6186081,0
1472532,0
5900224,0
9374358,0
5874421,1
8829474,1
6228474,1
3995007,0
19611,1
1200829,1
3673759,0
3686556,0
2881446,0
9318853,0
6328150,0
2154617,0
6187841,1
9371895,0
4318031,1
8168476,0
6482984,0
6316917,0
5446176,0
4669377,0
4151430,0
5446513,0
937370,0
1833250,0
902243,0
4053644,0
1084046,0
8811781,0
4243163,0
4569115,1
4190771,0
3543084,1
7807169,0
844939,0
3998984,0
6315435,1
6704004,1
1797207,1
271509,1
4410789,0
9577993,0
9532957,0
9497431,1
217142,0
1732280,0
4240933,0
443942,0
8308386,0
8227038,0
2489339,1
8054892,1
1493197,1
4417792,1
5048597,0
6278191,0
8891577,1
4163306,0
59827,1
8571518,0
3820186,0
1084084,0
257140,1
8956628,0
8815061,1
4677524,0
3139847,0
6975036,0
4151093,0
4256558,1
2110357,0
8147986,0
2905375,1
4257097,0
931154,0
4363919,0
5019444,1
931758,0
301059,1
8815638,1
2068301,0
8487843,0
8608233,1
5446156,0
2691273,0
7807090,0
8306646,0
1055661,1
7806698,0
24212,1
8027776,0
6868378,1
7249508,0
7544337,1
19623,1
4210585,0
5784320,0
7347229,1
4676275,0
2489283,1
277416,0
7699356,0
5847934,0
9886971,1
5446180,0
4242626,0
23430,1
2186330,0
9477204,0
5683765,0
9900319,0
5691933,0
8829472,1
5183938,1
224763,0
4520179,0
284813,0
4402880,0
2660384,0
6973790,0
7116795,1
9910189,0
6854552,0
8668410,0
4311244,0
7616008,0
4776823,0
8082659,0
808134,1
8984454,0
6403878,1
529090,0
2392869,1
5289293,0
4783585,0
286080,1
1601714,1
9474025,0
8843162,0
8409750,1
6033201,0
5058302,0
4264056,0
1707064,0
4082986,1
9138600,0
4190689,0
3033913,0
6362918,0
2935486,0
9031119,1
5270886,0
59838,1
59708,1
1476298,0
6850007,0
8922554,0
7440415,0
9311687,0
631445,0
6545773,0
8036985,0
4661374,0
365550,0
7777381,1
1778989,1
5031285,0
5031383,0
208356,0
3552523,0
3487824,0
10140582,0
8068232,0
1709737,1
9408991,1
7110655,0
9012948,0
8372038,0
2051658,0
7506165,1
7311407,0
397117,0
4516960,0
9089308,0
934123,0
3891695,1
6514446,0
9863312,0
8805211,1
7954781,0
2944021,0
4395349,0
3282000,1
6687939,1
6613192,0
9900303,0
7860710,0
7510776,1
9183380,1
9201292,1
9939025,0
8100190,0
935671,0
936177,0
922986,0
1200083,0
935432,0
604600,1
1251763,0
607788,1
6278361,0
936378,0
92835,0
4009508,1
935862,0
8187537,0
10132385,0
9516114,0
2749725,0
8101251,0
5201816,0
9329068,0
8704438,0
8052542,0
4251426,0
6020744,1
4251235,0
8093529,0
654734,0
3489083,0
8691263,0
3971934,1
7732071,0
1251813,0
10247453,0
6740521,0
2955782,0
8568567,0
1251707,0
931785,0
7763613,0
9574602,1
9024838,1
8427227,0
3592838,0
1954452,1
1651324,0
8016646,0
6115704,0
2191633,0
3977605,0
6344566,0
2191169,0
5213468,1
945645,0
8193241,0
6916167,0
6941113,1
2621746,0
449602,0
1724849,0
3868138,1
8193054,0
6807981,1
1163345,0
6436727,0
8553556,0
1901706,0
4137114,0
5249093,0
356608,0
7824870,1
828298,1
5989894,0
7699495,0
3270492,0
5372156,1
2933877,0
4943016,0
3624990,0
7391003,0
9922140,0
6752031,0
1815304,0
3793047,0
353039,0
5218550,0
7809494,0
6627403,3
8065715,1
7431247,0
9460,0
9061868,0
1246769,0
1107845,0
1583047,0
7735282,0
7710713,0
7735313,0
6239907,1
6315269,1
9318524,1
6812415,0
7118258,0
6246861,0
7828222,0
7533901,0
3803947,1
2943860,0
2620429,0
5036739,1
2978929,0
7699096,0
4439293,0
580815,0
5315169,0
3906076,0
4566609,0
9304465,0
1136984,0
6494181,0
9533648,0
284087,1
2825852,1
1684236,0
1159226,0
9318440,1
7884782,0
8065531,1
2149219,0
7678814,1
9432322,0
4410544,1
4614955,0
1043194,0
8579782,0
9530877,1
8441263,0
9530788,1
3394936,0
6882518,0
4031625,1
4616695,1
4106041,1
2532879,0
4752817,0
6808970,0
1157083,0
6807884,1
1761870,0
6949900,1
8341720,1
7920539,0
7916754,1
7956227,1
4706111,1
8016309,0
5793477,1
2926776,0
8443258,1
7577073,0
6838418,1
6852243,1
6228959,0
8064351,0
3273240,0
5957039,0
3449059,0
789229,0
4008373,1
5913611,0
8310576,1
3333971,0
4226386,1
3497530,0
8338155,0
1080097,0
3821663,0
5021969,0
4105164,0
2865992,0
1205666,0
5651254,0
1594412,1
7717653,0
4808896,0
7533537,1
5978216,0
6134382,0
9813684,0
9846066,0
193836,0
6554352,0
9186256,0
6278680,0
5252543,0
8431178,0
353347,0
838764,0
7349029,0
3251016,0
7513623,0
803902,0
5686178,0
8617043,2
9545664,0
3168651,0
7776701,1
5862552,0
9696532,2
6412566,0
4022127,0
3265292,0
3505739,0
9174507,0
9796540,0
3005854,0
3898692,0
7502246,0
6002165,1
8132007,1
10183490,0
8170683,0
5229971,0
4597013,0
3818746,0
6644854,0
117165,0
5015262,0
3868844,0
7455068,0
8102349,0
6694276,0
8373832,1
426089,0
2638086,0
10121329,0
5324459,0
233502,0
7651148,0
86185,0
2522091,0
1000883,0
7563243,0
251922,0
1225820,1
353110,0
4384800,0
8538630,0
5751177,0
3124961,1
3403858,0
746380,0
7547611,0
2906694,0
4651974,0
6847052,0
1538865,0
3061918,0
7773851,0
2536507,1
8409773,0
7131797,0
10331249,1
9883943,1
6956938,0
7278583,0
6796246,0
5991734,0
6515046,0
7651602,0
461567,0
210316,0
4581124,0
7071331,0
3883137,0
566435,0
226495,0
9394485,0
80188,0
9696286,0
7788695,0
1289082,0
3656508,2
5487653,0
493591,0
9534,0
6902752,1
7902569,0
9531,0
5759668,0
17951,0
4030640,0
4395654,0
1252147,0
5652705,0
46022,0
4996554,0
692080,0
153967,0
9328278,0
6567683,0
7746170,0
157939,0
6079131,0
158953,0
8342968,0
6512979,0
7886656,0
4378803,0
7791010,0
6452927,0
8017832,0
7988300,0
2818292,0
4910140,0
9110730,0
8503556,0
6448099,0
4564730,0
50233,1
3402376,0
9098494,0
6977095,0
6748502,0
6823837,0
9298045,0
7988436,0
8631419,0
7836953,1
3281072,0
5958674,0
5958194,0
4121334,0
598023,0
6958603,0
7390195,1
3237501,1
6438013,0
10309898,0
2134911,0
5002964,0
6780615,0
2586642,1
1815472,0
8566475,0
2919571,0
1484651,0
6327506,0
3544964,0
41401,0
6646985,0
3582883,0
6939472,0
4518037,1
3951768,0
7800238,0
4163851,1
479653,1
6647442,0
108765,0
6360895,0
6363765,0
6183330,1
2612025,1
6105021,0
6626493,0
573942,1
1652107,0
609252,0
942490,0
823989,0
7596934,0
6832592,1
3922853,0
9475641,0
8718936,1
9075558,0
671828,0
6660186,0
716829,0
3916050,0
2187906,0
9048584,0
7382368,0
8717758,1
7064681,0
5931372,0
1984692,0
4360604,0
9712348,0
3282760,0
6411259,0
670262,0
8411663,0
5640722,0
6701018,0
3653575,1
7647221,1
3637180,0
714043,0
3890990,0
4038347,0
523883,0
4111954,0
4693488,1
5127136,0
9050781,0
178844,0
8034871,0
3208330,1
4863533,0
4360485,0
5524847,0
9236814,0
8483744,0
609421,0
3543247,0
749758,0
8129537,0
421168,0
58503,0
9562586,0
10340165,1
370361,0
3753645,0
3535171,0
2037250,0
2605975,0
4825472,0
587584,0
1220816,1
354453,0
3793790,0
23356,0
7921453,0
8634897,0
1048798,0
613020,0
9109293,0
4069543,0
3986788,0
3968416,0
1806899,1
6168769,0
1925661,0
4760968,0
3953365,0
4909327,0
7828509,0
1323634,1
571640,1
613151,1
278192,1
571651,1
7883181,0
6572501,0
4668327,1
7636185,1
6421243,0
8737284,0
958475,0
7500728,0
606297,1
9094366,0
8785768,0
143580,0
611500,1
264829,1
1856851,1
1317919,1
392140,0
3139972,1
10020221,0
8759443,0
6416765,0
5056580,0
6793490,1
2069917,0
3258585,0
815017,1
6610942,1
1556170,0
2486612,0
6872650,0
1898511,1
265901,1
392779,1
202174,0
2197168,0
4075152,0
366301,0
6644628,1
6796066,0
3977450,0
793629,0
5705161,0
5364119,0
6211882,0
4374326,0
7887651,0
9013441,0
7362757,0
4639040,0
2586350,1
6482409,1
8089214,2
8409975,0
8409926,0
6107518,2
5242148,0
3372535,0
995443,0
3279728,0
8446766,0
9733841,2
5852034,0
4105081,0
8474605,0
5682,0
2737012,0
8743202,0
1003890,1
8153673,0
7936712,0
2642359,0
6528342,0
9820818,0
8754180,0
8904766,0
3186785,0
1885801,0
7013085,0
6546748,0
4526737,1
3335,0
4735761,1
1672979,0
7388899,0
8052307,1
9068366,0
6117473,0
8541389,0
7745016,0
6557297,0
1263470,0
7415378,0
8849596,0
7902382,0
4772997,0
4708075,0
3859882,0
4711069,0
7713043,0
174636,1
8195348,0
7902068,0
4832481,1
7902268,0
4559222,0
7902330,0
6249164,1
5192122,0
8901863,0
2027236,0
3673011,1
6577295,0
3147706,0
1900698,1
4157572,0
3642289,0
3022564,0
2203983,0
215882,1
491958,0
190984,0
1599856,0
1223644,0
3246706,0
1305009,0
8952253,1
4041868,0
8845310,1
2721575,0
1738425,0
7585688,0
3120652,0
4922836,0
1433440,1
2980762,0
1733747,0
1455269,0
1457330,0
7420488,1
8902887,0
5175464,0
7411863,0
2856806,0
693956,0
5682316,0
8597800,0
4707171,0
9138392,0
7417852,1
9597947,0
7262142,0
7615170,0
609610,0
8326413,0
4833820,0
7480196,0
8774504,2
8627921,0
788146,0
9217446,0
2016613,0
2695493,0
9063355,0
9710851,0
1983713,0
7363727,0
10022421,0
777159,0
3922845,0
674113,0
7534300,0
1009838,0
5194332,0
841274,0
7562331,0
4461706,0
5559063,0
4126284,0
1209447,0
4364285,0
6716874,0
4659824,1
3677729,0
1097520,1
2898954,1
826436,0
774659,0
7382303,0
1750681,0
7229312,0
2520890,1
8391954,0
797358,0
2686659,0
755613,0
1758935,0
3904056,1
7914021,0
7938153,0
2763078,0
3258213,0
7809455,0
8409949,0
2150760,0
5424448,0
1606171,0
136480,1
7547290,1
5918259,0
8409941,0
8409969,0
9170870,1
6168975,0
7263506,0
7037522,0
1416763,0
3726391,0
10188794,0
3488436,1
1277033,0
5241195,0
2736961,0
5240694,0
7402861,0
741699,0
6108006,1
8409962,0
5834820,0
6741135,0
67270,0
7005538,0
1827586,0
9351911,0
3993960,1
8989807,0
5299060,1
3115801,0
9153365,0
284480,0
4916433,1
1732441,1
2652941,0
9477539,0
4479426,0
8276416,0
486344,1
1980395,0
7239217,0
1328159,0
5838129,0
9664395,0
4681687,0
4264012,1
445199,0
7514366,0
5236979,0
8555304,1
3124383,1
5863446,0
5047188,0
5825701,0
5499882,0
7529124,1
7995944,0
5538874,1
4941356,0
7679928,1
10385,0
7653539,0
5863558,0
8472954,0
5500752,0
8473056,0
2071305,1
817115,0
6895132,0
5051529,0
5337848,0
20868,0
8385444,1
637326,1
6557767,0
4869458,0
5319948,0
7638282,0
11411,0
723846,0
5041669,0
2197982,0
10695,0
6005222,0
3317940,0
8099917,1
8617171,0
4181226,0
7074024,0
2729077,0
7483750,0
1764233,1
6218849,0
4030600,1
4637801,0
2056276,0
6214998,1
10211928,1
387464,0
53867,0
3146212,0
107046,0
4629020,1
4324317,0
6629278,0
8958290,0
6676926,0
4701141,1
7274556,0
6907671,0
1534622,1
1750010,0
5805162,1
1136522,1
4892529,0
2420536,0
6612940,0
5471427,0
8714974,0
8101791,1
6599960,0
8002965,0
8715320,0
9632775,0
5413564,1
5340242,1
3676779,1
4208555,0
7026898,0
3766055,0
8091417,0
3126153,0
3434459,0
5959816,0
3852117,0
7350992,1
3812725,1
4288801,0
5473498,0
5057466,0
1541705,1
7110923,0
2556794,0
6348159,0
3206305,1
3531616,0
533443,0
6214517,0
8036620,0
8152764,0
6837751,1
2459519,0
4940379,0
2332949,0
6543683,1
4340410,0
7003848,0
3479851,0
5104918,0
1386306,0
486829,0
3604904,1
1450262,0
9995551,0
8849095,0
7742525,0
202260,0
8597687,0
2309250,0
7420339,0
6304139,0
2610187,1
7327623,0
2412633,0
4205026,0
656909,0
6728419,0
9110560,0
4599119,1
3646393,0
6537432,0
1950446,0
9519968,0
8507062,0
4454121,1
8505940,0
1012003,0
7024684,0
6938542,0
2350464,1
10281965,0
63308,0
3352685,0
6386210,0
2385623,1
5006092,0
7070169,0
3858725,0
385438,1
3615614,0
139463,0
6646894,0
3551668,0
2357110,0
9137469,0
6032726,0
7802266,0
7496485,0
2687172,0
3498114,1
9580021,0
10035274,0
8369321,0
6870575,0
8594717,0
134091,0
258571,0
890677,0
4211081,0
7843995,0
882274,0
3594885,0
1768883,0
948077,0
5640214,0
4718921,0
557126,0
8053554,0
2488228,0
8779676,0
9929059,0
8919372,0
4607830,1
1545801,0
4129218,0
9757138,0
458191,0
7725597,0
4660517,0
3426639,0
6118359,0
7665114,0
281789,0
3930270,2
9016362,2
3803212,0
3424991,0
752483,0
1897000,1
9137398,0
9137075,0
1100714,0
5977556,0
1090449,0
4199019,0
1520593,0
1928010,0
7177194,0
7635966,0
6644796,1
841049,0
7718203,1
7789438,0
7775663,0
8014547,0
1716901,0
6477225,0
2217257,0
7580593,0
1828232,0
4725935,0
6545602,0
2688555,0
7984550,0
6561753,0
6561811,0
6545246,0
1520501,0
279063,0
5030361,0
796594,0
1030615,0
6328923,0
7050492,1
2418658,0
387078,0
10012724,0
6768768,0
338043,0
4701205,0
338091,0
7235573,0
7579854,0
1525972,0
8102064,1
447488,0
835149,0
3759039,0
6131411,0
4679983,0
745099,0
8054518,0
1141226,0
9866909,0
1790020,0
4277026,0
4082250,0
5637990,0
2909809,1
1356339,0
3884805,0
5395530,0
10295151,0
6481695,0
5660792,0
4768038,0
1416279,0
9970609,0
6835466,0
3418230,0
3543791,0
3552006,0
7557951,0
4808173,0
4404126,0
7902137,0
8453633,0
2004931,1
7179783,0
7241235,0
1537246,0
841140,0
1961950,0
1220471,1
7369,1
9137899,0
4831200,0
1562643,0
8116395,0
872152,0
719233,0
6216116,0
1686958,0
5422881,0
6812054,0
5067177,0
7601766,1
6954984,1
8339428,0
7616507,0
23192,0
8241019,0
4652918,0
7618526,0
6823597,0
5537446,0
9436832,0
9133711,0
10157690,1
1122236,0
4906490,1
7773668,1
458197,0
458193,0
458186,0
458183,0
941467,0
1039766,0
5078876,0
5242712,1
1539476,0
8626068,0
8150395,0
4250639,0
3652612,0
3570691,0
5495802,2
1204142,2
6118291,0
5593981,0
9970805,0
8673979,1
4782745,0
4848255,0
13068,0
9137335,0
5479566,0
8273031,1
7363701,0
7984738,0
3930681,0
7518794,0
8755762,0
4241862,0
6822322,0
2628010,0
4077920,0
4766173,0
5946151,0
2970666,0
7308331,0
7329915,0
9117301,0
2898401,0
8193516,0
3766285,0
1520581,0
1349175,0
5633607,0
5510720,0
6837819,0
4184211,0
3732949,0
1348777,0
317248,0
8943380,0
6076158,0
384797,0
7901318,0
7614244,0
458189,0
3412630,0
7054225,0
1775016,0
4223597,0
1976382,0
3396140,0
1782140,0
430453,0
1633986,0
8926060,0
1520449,0
7697170,0
1511620,0
9411935,0
1355094,0
4009295,1
10334184,1
1159111,0
3773417,0
6492056,0
7073650,0
9727857,0
446276,1
208670,0
8868833,0
7180032,0
9137259,0
9252998,0
9149612,0
8251213,1
5548982,0
3272374,0
3394837,0
6927016,0
699596,0
6387576,0
8828781,0
1198884,0
2386589,0
9924107,0
3386862,0
9280767,0
1520533,0
9651755,1
82763,0
1762354,0
2836237,0
7087957,0
1520549,0
26116,0
6452801,0
8340841,0
8799909,0
387079,0
8955477,0
6424859,0
6210952,0
9281758,0
2875975,0
6939106,1
7695195,0
6445741,0
4023177,0
1589681,0
8524349,0
7089415,0
8033438,1
6836330,0
975179,0
1956094,0
9619737,0
8866331,0
5457260,0
7714585,0
218741,1
8551871,1
7934963,1
8426827,0
37234,0
2060441,0
2158992,1
8608414,0
5619397,0
4144767,0
1301535,1
3882930,0
9186481,0
5364244,0
4127196,0
30712,0
5632713,0
2396734,0
4616634,0
3157738,0
8866927,0
3657819,0
8212190,0
6821407,0
6474341,0
7038750,0
7824929,0
2277640,0
4739190,0
5219336,0
2298775,0
7455706,0
1142039,0
3563218,1
7789264,0
3441402,0
921571,0
5205984,0
5352741,0
1461971,0
1190571,0
231097,0
149489,0
3703121,0
3004007,0
3870937,1
3242247,0
6350606,0
6741526,0
6101613,0
1190224,0
8704931,0
9432497,0
7931111,1
5031357,0
6603376,0
3861673,0
461234,0
3510818,1
