id,host_id,host_response_rate,host_is_superhost,accommodates,guests_included,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,description_score,bio_score,neighbourhood_Ballard,neighbourhood_Beacon_Hill,neighbourhood_Capitol_Hill,neighbourhood_Cascade,neighbourhood_Central_Area,neighbourhood_Delridge,neighbourhood_Downtown,neighbourhood_Interbay,neighbourhood_Lake_City,neighbourhood_Magnolia,neighbourhood_Northgate,neighbourhood_Other_neighborhoods,neighbourhood_Queen_Anne,neighbourhood_Rainier_Valley,neighbourhood_Seward_Park,neighbourhood_University_District,neighbourhood_West_Seattle,property_type_Apartment,property_type_Bed_Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,room_type_Entire_home_apt,room_type_Private_room,room_type_Shared_room
8925878,40335071.0,100.0,0.0,4.0,2.0,1.0,1.0,2.0,150.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9938610790000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6389657,2052160.0,100.0,1.0,2.0,1.0,1.0,0.0,1.0,80.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.87651515,0.966219246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4218733,21896205.0,100.0,0.0,4.0,2.0,1.0,1.0,2.0,110.0,71.0,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.5,0.985247433,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2715623,8242272.0,100.0,0.0,3.0,2.0,1.0,1.0,2.0,148.0,9.0,91.0,9.0,10.0,9.0,9.0,10.0,10.0,0.991773605,0.86862731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1392332,2315558.0,94.88679817905918,0.0,4.0,4.0,1.5,2.0,2.0,350.0,41.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.969149053,0.967523575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7308567,17597607.0,100.0,1.0,3.0,1.0,1.5,1.0,2.0,150.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0.995615065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6575380,34392395.0,50.0,0.0,5.0,1.0,1.0,1.0,1.0,150.0,9.0,100.0,10.0,10.0,9.0,9.0,10.0,10.0,0.981866241,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6004058,9031463.0,50.0,0.0,2.0,1.0,1.0,0.0,1.0,100.0,20.0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9574875829999999,0.94328928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5383192,27606550.0,94.88679817905918,0.0,4.0,2.0,1.0,1.0,2.0,160.0,1.0,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0.9823979740000001,0.961987615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1112092,5856339.0,100.0,0.0,4.0,2.0,1.0,1.0,3.0,130.0,26.0,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0.9687546490000001,0.903442979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7714294,3521823.0,94.88679817905918,0.0,3.0,2.0,1.0,1.0,1.0,137.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9961720709999999,0.964933038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9368342,1039322.0,100.0,0.0,2.0,2.0,1.5,1.0,1.0,150.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.968625665,0.763102293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
6361863,25150356.0,100.0,0.0,2.0,2.0,1.0,1.0,1.0,145.0,44.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.884222865,0.8989721540000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
8105221,15155647.0,70.0,0.0,2.0,1.0,1.0,1.0,1.0,80.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9969430570000001,0.927522779,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
8095168,3521823.0,94.88679817905918,0.0,2.0,1.0,1.0,1.0,1.0,70.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.971675515,0.964933038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2746782,4016632.0,100.0,1.0,2.0,1.0,1.0,0.0,1.0,90.0,109.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.97543627,0.9472612140000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6424982,33524725.0,100.0,0.0,2.0,2.0,1.0,1.0,1.0,80.0,52.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0.9901326890000001,0.96846807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
762029,,,,,,,,,,,,,,,,,,,0.9472612140000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8988281,46954097.0,67.0,0.0,4.0,4.0,1.0,2.0,2.0,175.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7077910,2843411.0,100.0,0.0,6.0,6.0,2.5,3.0,4.0,170.0,9.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.971635461,0.7499202490000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3772674,18232665.0,100.0,0.0,2.0,2.0,1.0,1.0,1.0,85.0,65.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9663197990000001,0.98168993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7021906,28770702.0,100.0,1.0,12.0,1.0,3.5,5.0,7.0,465.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.96985054,0.984192967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7618605,5326074.0,100.0,0.0,2.0,1.0,1.0,1.0,1.0,175.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.98721981,0.9016820190000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10234558,31887689.0,100.0,0.0,2.0,0.0,1.0,1.0,1.0,50.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.818357825,0.890360594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7680439,1612983.0,100.0,0.0,2.0,1.0,1.0,1.0,1.0,59.0,16.0,93.0,9.0,10.0,10.0,10.0,10.0,10.0,0.9328721759999999,0.93153888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4258515,841009.0,90.0,0.0,4.0,2.0,1.0,1.0,4.0,47.0,23.0,77.0,8.0,8.0,9.0,9.0,9.0,8.0,0.998725712,0.9771666529999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1148517,6296335.0,100.0,0.0,4.0,4.0,1.0,2.0,2.0,145.0,45.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.98743695,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2487892,1343908.0,100.0,0.0,2.0,1.0,1.0,1.0,1.0,70.0,75.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.961701274,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3038772,15473800.0,100.0,0.0,2.0,1.0,1.0,1.0,1.0,55.0,86.0,94.0,9.0,10.0,10.0,10.0,10.0,10.0,0.964331686,0.9487307070000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
699460,3587674.0,100.0,1.0,4.0,2.0,1.0,1.0,2.0,95.0,151.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.901290059,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8053990,23228606.0,100.0,0.0,2.0,1.0,1.0,1.0,1.0,65.0,16.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.849190533,0.981832623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7011773,23228606.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0.981832623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2467550,811494.0,100.0,0.0,4.0,2.0,1.0,0.0,2.0,40.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8301265840000001,0.9355621340000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2686374,2231298.0,100.0,0.0,6.0,4.0,1.0,3.0,4.0,149.0,165.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0.5,0.907678366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1956274,7466082.0,100.0,1.0,2.0,0.0,1.5,1.0,1.0,125.0,48.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9226369259999999,0.9652652740000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8537192,43954674.0,67.0,0.0,2.0,1.0,0.5,1.0,1.0,55.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.956822753,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5919096,53050.0,100.0,1.0,4.0,1.0,1.0,1.0,3.0,129.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.958305657,0.9692586059999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3294243,4970133.0,100.0,1.0,4.0,1.0,2.0,2.0,2.0,150.0,27.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.989191294,0.9721904990000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10210971,24709547.0,94.88679817905918,0.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.90625596,0.842204809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3584790,2882219.0,100.0,0.0,6.0,4.0,1.0,2.0,3.0,99.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.987736464,0.999413013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1266459,2317654.0,100.0,0.0,2.0,2.0,1.5,1.0,1.0,150.0,9.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9939990040000001,0.980663657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9098059,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408526,2034501.0,100.0,0.0,7.0,4.0,4.0,3.0,3.0,218.0,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0.948100686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4118282,19071753.0,100.0,0.0,5.0,1.0,1.5,2.0,2.0,80.0,88.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.991095603,0.940044641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2650482,205007.0,100.0,0.0,4.0,1.0,2.0,2.0,2.0,225.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9503837820000001,0.983573735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20927,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395578,430709.0,88.0,0.0,8.0,1.0,2.5,3.0,5.0,225.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.973162293,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5549211,28770702.0,100.0,1.0,4.0,1.0,1.0,1.0,2.0,134.0,40.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.985792398,0.984192967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6856295,34872403.0,90.0,0.0,2.0,2.0,1.0,1.0,1.0,65.0,46.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9704554679999999,0.997254848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6881188,33225983.0,100.0,0.0,6.0,1.0,2.5,3.0,4.0,375.0,23.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.894037008,0.9090521340000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1579615,8403307.0,100.0,1.0,3.0,2.0,1.0,1.0,2.0,97.0,44.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8893671040000001,0.983892441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3766866,19296907.0,100.0,1.0,2.0,2.0,1.0,1.0,1.0,145.0,14.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.994721711,0.9747165440000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2406966,53050.0,100.0,1.0,5.0,1.0,1.0,2.0,4.0,129.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9203004840000001,0.9692586059999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5470629,28375755.0,100.0,1.0,2.0,2.0,1.0,1.0,1.0,120.0,25.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9962425229999999,0.949990571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7134759,23228606.0,100.0,0.0,2.0,1.0,1.0,1.0,1.0,60.0,16.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.890034735,0.981832623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4532538,23489864.0,94.88679817905918,0.0,5.0,1.0,3.0,3.0,5.0,180.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.966739893,0.24357312899999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9387189,1539790.0,100.0,0.0,3.0,2.0,1.0,0.0,1.0,90.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0.9913087490000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1609922,3494510.0,100.0,1.0,5.0,2.0,1.5,2.0,2.0,150.0,26.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.900240064,0.9252157209999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4236723,2231298.0,100.0,0.0,6.0,4.0,1.5,2.0,3.0,195.0,113.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0.83493185,0.907678366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3076065,15655683.0,100.0,1.0,5.0,1.0,3.0,2.0,2.0,224.0,15.0,96.0,10.0,10.0,9.0,10.0,10.0,9.0,0.5,0.905643702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6423204,33367198.0,100.0,0.0,3.0,2.0,1.0,2.0,2.0,115.0,44.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0.99463141,0.966563463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8338849,43954674.0,67.0,0.0,2.0,1.0,1.0,1.0,1.0,55.0,7.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.972531378,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6401209,28770702.0,100.0,1.0,8.0,6.0,2.5,4.0,5.0,338.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.95978719,0.984192967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
