id,host_id,host_response_rate,host_is_superhost,neighbourhood,property_type,room_type,accommodates,guests_included,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,description_score
241032,956883,96.0,0.0,Queen Anne,Apartment,Entire home/apt,4,2,1.0,1.0,1.0,85.0,207,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9782127140000001
953595,5177328,98.0,1.0,Queen Anne,Apartment,Entire home/apt,4,1,1.0,1.0,1.0,150.0,43,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.990736187
3308979,16708587,67.0,0.0,Queen Anne,House,Entire home/apt,11,10,4.5,5.0,7.0,975.0,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.95890367
7421966,9851441,94.88679817905918,0.0,Queen Anne,Apartment,Entire home/apt,3,1,1.0,0.0,2.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8401330709999999
278830,1452570,100.0,0.0,Queen Anne,House,Entire home/apt,6,6,2.0,3.0,3.0,450.0,38,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0.989110231
5956968,326758,94.88679817905918,0.0,Queen Anne,House,Private room,2,1,1.0,1.0,1.0,120.0,17,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9754293559999999
1909058,2497928,100.0,1.0,Queen Anne,House,Private room,2,1,1.0,1.0,1.0,80.0,58,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9199845190000001
4948745,2166277,94.88679817905918,0.0,Queen Anne,Apartment,Private room,2,1,1.0,1.0,1.0,90.0,8,97.0,10.0,9.0,10.0,9.0,10.0,10.0,0.819615543
2493658,5177328,98.0,1.0,Queen Anne,Apartment,Entire home/apt,4,1,1.0,1.0,1.0,150.0,32,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.99693507
175576,239585,100.0,1.0,Queen Anne,House,Entire home/apt,2,2,1.0,1.0,1.0,95.0,181,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
4454295,4606439,100.0,0.0,Queen Anne,House,Entire home/apt,2,1,1.0,1.0,1.0,99.0,8,97.0,10.0,10.0,9.0,10.0,10.0,9.0,0.992662072
3883392,19932967,100.0,1.0,Queen Anne,Apartment,Entire home/apt,4,1,1.0,2.0,3.0,245.0,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9631086590000001
8889257,25899989,100.0,0.0,Queen Anne,House,Entire home/apt,5,4,1.0,2.0,3.0,165.0,3,100.0,10.0,10.0,9.0,9.0,10.0,10.0,0.827546418
5680462,22372266,100.0,0.0,Queen Anne,House,Entire home/apt,16,8,3.5,6.0,15.0,461.0,18,98.0,9.0,10.0,10.0,10.0,10.0,10.0,0.981267214
8988178,2983711,100.0,0.0,Queen Anne,House,Entire home/apt,5,1,1.0,2.0,2.0,109.0,1,80.0,8.0,10.0,8.0,8.0,8.0,8.0,0.954851985
3245876,9465817,100.0,0.0,Queen Anne,Apartment,Private room,2,1,1.0,1.0,1.0,66.0,84,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.9081256390000001
4933447,25417834,100.0,1.0,Queen Anne,House,Private room,2,1,1.0,1.0,1.0,99.0,45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9625132679999999
7735464,6170760,94.88679817905918,0.0,Queen Anne,Apartment,Private room,2,1,2.0,1.0,1.0,200.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.828774095
6291829,32713558,94.88679817905918,0.0,Queen Anne,House,Entire home/apt,10,1,3.5,5.0,5.0,700.0,5,85.0,10.0,9.0,9.0,9.0,8.0,8.0,0.887775898
9218403,14100483,100.0,0.0,Queen Anne,Condominium,Entire home/apt,1,1,1.0,1.0,1.0,110.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
4125779,21401856,100.0,0.0,Queen Anne,House,Private room,3,1,1.5,1.0,2.0,99.0,11,84.0,9.0,9.0,9.0,9.0,10.0,8.0,0.995284081
8942678,46675077,100.0,0.0,Queen Anne,House,Entire home/apt,8,1,2.0,4.0,4.0,450.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9684753420000001
10106055,51860756,94.88679817905918,0.0,Queen Anne,House,Private room,2,1,1.0,1.0,1.0,75.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9686224459999999
6362362,33147763,94.88679817905918,0.0,Queen Anne,House,Entire home/apt,5,1,2.5,3.0,3.0,600.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9450932740000001
3544550,16708587,67.0,0.0,Queen Anne,House,Entire home/apt,8,6,2.5,3.0,5.0,450.0,8,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.952309847
9025039,68155,100.0,0.0,Queen Anne,House,Entire home/apt,5,1,1.0,2.0,3.0,150.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.976926684
8859380,3792761,100.0,0.0,Queen Anne,Apartment,Entire home/apt,6,1,2.0,3.0,3.0,300.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.977104545
4520099,6184895,71.0,0.0,Queen Anne,Apartment,Entire home/apt,3,3,1.0,1.0,2.0,80.0,4,85.0,8.0,9.0,7.0,10.0,9.0,9.0,0.9420554640000001
2481869,5177328,98.0,1.0,Queen Anne,Apartment,Entire home/apt,4,1,1.0,1.0,1.0,175.0,38,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9985691309999999
1110749,5325329,97.0,0.0,Queen Anne,House,Entire home/apt,6,6,1.5,3.0,3.0,325.0,68,92.0,9.0,9.0,10.0,9.0,10.0,9.0,0.9627155070000001
5978498,31037494,60.0,0.0,Queen Anne,House,Entire home/apt,4,1,3.0,3.0,2.0,175.0,8,88.0,9.0,9.0,9.0,9.0,10.0,9.0,0.9337983129999999
5021081,25906186,71.0,0.0,Queen Anne,House,Entire home/apt,7,7,3.5,4.0,3.0,222.0,5,75.0,8.0,9.0,8.0,9.0,9.0,8.0,0.5
1686930,8916363,100.0,0.0,Queen Anne,Apartment,Entire home/apt,4,1,1.0,2.0,2.0,159.0,62,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9610149259999999
7680289,40335071,100.0,0.0,Queen Anne,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,125.0,19,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.990042746
7207641,6544973,50.0,0.0,Queen Anne,House,Entire home/apt,8,6,3.0,3.0,3.0,348.0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9789160490000001
5062445,21072725,31.0,0.0,Queen Anne,House,Private room,1,1,1.0,1.0,1.0,45.0,7,97.0,9.0,8.0,10.0,10.0,10.0,10.0,0.9549587970000001
8925878,40335071,100.0,0.0,Queen Anne,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,150.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9938610790000001
6389657,2052160,100.0,1.0,Queen Anne,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,80.0,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.87651515
4218733,21896205,100.0,0.0,Queen Anne,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,110.0,71,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.5
2715623,8242272,100.0,0.0,Queen Anne,House,Entire home/apt,3,2,1.0,1.0,2.0,148.0,9,91.0,9.0,10.0,9.0,9.0,10.0,10.0,0.991773605
1392332,2315558,94.88679817905918,0.0,Queen Anne,House,Entire home/apt,4,4,1.5,2.0,2.0,350.0,41,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.969149053
7308567,17597607,100.0,1.0,Queen Anne,Apartment,Entire home/apt,3,1,1.5,1.0,2.0,150.0,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
6575380,34392395,50.0,0.0,Queen Anne,House,Private room,5,1,1.0,1.0,1.0,150.0,9,100.0,10.0,10.0,9.0,9.0,10.0,10.0,0.981866241
6004058,9031463,50.0,0.0,Queen Anne,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,100.0,20,92.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9574875829999999
5383192,27606550,94.88679817905918,0.0,Queen Anne,House,Entire home/apt,4,2,1.0,1.0,2.0,160.0,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0.9823979740000001
1112092,5856339,100.0,0.0,Queen Anne,House,Entire home/apt,4,2,1.0,1.0,3.0,130.0,26,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0.9687546490000001
7772661,40885963,100.0,0.0,Queen Anne,House,Entire home/apt,2,2,1.0,0.0,1.0,99.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9912395479999999
9254900,27128936,100.0,0.0,Queen Anne,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9776101709999999
7714294,3521823,94.88679817905918,0.0,Queen Anne,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,137.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9961720709999999
10310373,53050379,94.88679817905918,0.0,Queen Anne,Apartment,Private room,3,1,1.0,1.0,1.0,20.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
9368342,1039322,100.0,0.0,Queen Anne,Townhouse,Entire home/apt,2,2,1.5,1.0,1.0,150.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.968625665
6361863,25150356,100.0,0.0,Queen Anne,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,145.0,44,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.884222865
8105221,15155647,70.0,0.0,Queen Anne,Townhouse,Private room,2,1,1.0,1.0,1.0,80.0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9969430570000001
3269390,12171359,100.0,1.0,Queen Anne,House,Entire home/apt,2,1,1.0,0.0,1.0,95.0,77,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
4566393,23669617,94.88679817905918,0.0,Queen Anne,House,Entire home/apt,4,4,2.5,3.0,3.0,400.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.909272671
9282409,560743,100.0,0.0,Queen Anne,House,Private room,2,1,2.0,1.0,1.0,85.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.905914068
8095168,3521823,94.88679817905918,0.0,Queen Anne,Apartment,Private room,2,1,1.0,1.0,1.0,70.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.971675515
2746782,4016632,100.0,1.0,Queen Anne,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,90.0,109,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.97543627
6424982,33524725,100.0,0.0,Queen Anne,House,Private room,2,2,1.0,1.0,1.0,80.0,52,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0.9901326890000001
8988281,46954097,67.0,0.0,Queen Anne,House,Entire home/apt,4,4,1.0,2.0,2.0,175.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
7077910,2843411,100.0,0.0,Ballard,House,Entire home/apt,6,6,2.5,3.0,4.0,170.0,9,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.971635461
3772674,18232665,100.0,0.0,Ballard,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,85.0,65,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9663197990000001
7021906,28770702,100.0,1.0,Ballard,House,Entire home/apt,12,1,3.5,5.0,7.0,465.0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.96985054
7618605,5326074,100.0,0.0,Ballard,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,175.0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.98721981
10234558,31887689,100.0,0.0,Ballard,Condominium,Private room,2,0,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.818357825
7021702,36805437,94.88679817905918,0.0,Ballard,Apartment,Private room,2,1,1.0,1.0,1.0,60.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9117065670000001
7680439,1612983,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,59.0,16,93.0,9.0,10.0,10.0,10.0,10.0,10.0,0.9328721759999999
4258515,841009,90.0,0.0,Ballard,Apartment,Private room,4,2,1.0,1.0,4.0,47.0,23,77.0,8.0,8.0,9.0,9.0,9.0,8.0,0.998725712
1148517,6296335,100.0,0.0,Ballard,House,Entire home/apt,4,4,1.0,2.0,2.0,145.0,45,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.98743695
2487892,1343908,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,70.0,75,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.961701274
3038772,15473800,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,55.0,86,94.0,9.0,10.0,10.0,10.0,10.0,10.0,0.964331686
699460,3587674,100.0,1.0,Ballard,House,Private room,4,2,1.0,1.0,2.0,95.0,151,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.901290059
4085439,21066328,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,125.0,6,92.0,10.0,10.0,10.0,10.0,10.0,8.0,0.992901444
8053990,23228606,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,65.0,16,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.849190533
7011773,23228606,100.0,0.0,Ballard,House,Private room,1,1,1.0,1.0,1.0,25.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
2467550,811494,100.0,0.0,Ballard,House,Entire home/apt,4,2,1.0,0.0,2.0,40.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8301265840000001
2686374,2231298,100.0,0.0,Ballard,House,Entire home/apt,6,4,1.0,3.0,4.0,149.0,165,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0.5
1956274,7466082,100.0,1.0,Ballard,Apartment,Entire home/apt,2,0,1.5,1.0,1.0,125.0,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9226369259999999
8537192,43954674,67.0,0.0,Ballard,House,Private room,2,1,0.5,1.0,1.0,55.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.956822753
5919096,53050,100.0,1.0,Ballard,Apartment,Entire home/apt,4,1,1.0,1.0,3.0,129.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.958305657
6516529,3781927,94.88679817905918,0.0,Ballard,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9950348729999999
3294243,4970133,100.0,1.0,Ballard,Apartment,Entire home/apt,4,1,2.0,2.0,2.0,150.0,27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.989191294
10210971,24709547,94.88679817905918,0.0,Ballard,Townhouse,Private room,1,1,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.90625596
3584790,2882219,100.0,0.0,Ballard,Apartment,Entire home/apt,6,4,1.0,2.0,3.0,99.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.987736464
1266459,2317654,100.0,0.0,Ballard,Apartment,Entire home/apt,2,2,1.5,1.0,1.0,150.0,9,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9939990040000001
408526,2034501,100.0,0.0,Ballard,House,Entire home/apt,7,4,4.0,3.0,3.0,218.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
4118282,19071753,100.0,0.0,Ballard,House,Entire home/apt,5,1,1.5,2.0,2.0,80.0,88,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.991095603
6813483,35674639,67.0,0.0,Ballard,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,126.0,10,98.0,9.0,10.0,10.0,10.0,10.0,9.0,0.8837519290000001
6590264,24500821,100.0,0.0,Ballard,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,115.0,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.977135539
2650482,205007,100.0,0.0,Ballard,Apartment,Entire home/apt,4,1,2.0,2.0,2.0,225.0,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9503837820000001
4395578,430709,88.0,0.0,Ballard,House,Entire home/apt,8,1,2.5,3.0,5.0,225.0,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.973162293
4995903,13535511,94.88679817905918,0.0,Ballard,House,Entire home/apt,1,1,1.0,0.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.979604006
5549211,28770702,100.0,1.0,Ballard,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,134.0,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.985792398
8240758,15785670,94.88679817905918,0.0,Ballard,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,75.0,2,80.0,9.0,10.0,10.0,10.0,10.0,9.0,0.96331656
6856295,34872403,90.0,0.0,Ballard,House,Private room,2,2,1.0,1.0,1.0,65.0,46,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9704554679999999
6881188,33225983,100.0,0.0,Ballard,House,Entire home/apt,6,1,2.5,3.0,4.0,375.0,23,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.894037008
1579615,8403307,100.0,1.0,Ballard,House,Entire home/apt,3,2,1.0,1.0,2.0,97.0,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8893671040000001
3766866,19296907,100.0,1.0,Ballard,Condominium,Entire home/apt,2,2,1.0,1.0,1.0,145.0,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.994721711
2406966,53050,100.0,1.0,Ballard,Apartment,Entire home/apt,5,1,1.0,2.0,4.0,129.0,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9203004840000001
4872699,25066447,50.0,0.0,Ballard,House,Entire home/apt,6,1,1.5,3.0,4.0,197.0,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0.8796330090000001
5470629,28375755,100.0,1.0,Ballard,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,120.0,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9962425229999999
2950213,15060417,100.0,1.0,Ballard,Apartment,Entire home/apt,4,4,1.0,1.0,1.0,200.0,35,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.8739322420000001
9015088,29133654,100.0,0.0,Ballard,Apartment,Entire home/apt,5,4,2.0,2.0,2.0,135.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.945931137
3979496,4807375,100.0,1.0,Ballard,House,Private room,2,2,1.0,1.0,1.0,70.0,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.934298635
7501919,36085516,100.0,0.0,Ballard,Apartment,Entire home/apt,2,1,1.0,1.0,2.0,150.0,7,97.0,8.0,10.0,10.0,10.0,10.0,9.0,0.778430521
4732995,19533935,80.0,0.0,Ballard,Apartment,Entire home/apt,3,1,1.0,1.0,1.0,200.0,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.949479222
7134759,23228606,100.0,0.0,Ballard,Townhouse,Private room,2,1,1.0,1.0,1.0,60.0,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.890034735
4532538,23489864,94.88679817905918,0.0,Ballard,House,Entire home/apt,5,1,3.0,3.0,5.0,180.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.966739893
7534398,39472587,100.0,0.0,Ballard,Apartment,Private room,3,2,1.0,1.0,1.0,69.0,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.966952384
9387189,1539790,100.0,0.0,Ballard,Apartment,Entire home/apt,3,2,1.0,0.0,1.0,90.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
6337492,32998581,100.0,0.0,Ballard,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,80.0,5,92.0,9.0,8.0,9.0,10.0,10.0,10.0,0.8493359090000001
10231701,52580911,94.88679817905918,0.0,Ballard,Townhouse,Private room,2,1,1.5,1.0,1.0,65.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.873552799
1609922,3494510,100.0,1.0,Ballard,House,Entire home/apt,5,2,1.5,2.0,2.0,150.0,26,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.900240064
4236723,2231298,100.0,0.0,Ballard,House,Entire home/apt,6,4,1.5,2.0,3.0,195.0,113,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0.83493185
7843837,19001873,50.0,0.0,Ballard,Apartment,Entire home/apt,4,1,1.0,1.0,1.0,149.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
3076065,15655683,100.0,1.0,Ballard,House,Entire home/apt,5,1,3.0,2.0,2.0,224.0,15,96.0,10.0,10.0,9.0,10.0,10.0,9.0,0.5
6423204,33367198,100.0,0.0,Ballard,House,Entire home/apt,3,2,1.0,2.0,2.0,115.0,44,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0.99463141
8338849,43954674,67.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,55.0,7,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.972531378
6401209,28770702,100.0,1.0,Ballard,House,Entire home/apt,8,6,2.5,4.0,5.0,338.0,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.95978719
20928,79450,100.0,1.0,Ballard,House,Entire home/apt,2,1,1.0,1.0,1.0,79.0,44,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9483605620000001
3344977,16884006,100.0,1.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,80.0,56,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.943967342
7604621,39884676,100.0,0.0,Ballard,Townhouse,Entire home/apt,2,1,1.0,0.0,1.0,85.0,11,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0.98531723
3303978,16687781,100.0,1.0,Ballard,House,Entire home/apt,2,2,1.0,1.0,1.0,80.0,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.867922902
7067082,25171396,100.0,1.0,Ballard,Loft,Private room,3,1,1.0,1.0,1.0,49.0,10,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.946246088
3121829,4152568,100.0,0.0,Ballard,House,Entire home/apt,4,1,2.5,3.0,2.0,100.0,6,90.0,10.0,10.0,9.0,9.0,10.0,9.0,0.904936552
2539881,12503146,100.0,0.0,Ballard,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,79.0,4,85.0,8.0,8.0,10.0,10.0,10.0,10.0,0.9359598159999999
3678718,5776729,90.0,1.0,Ballard,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,75.0,79,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
4694479,20069008,100.0,1.0,Ballard,House,Private room,2,0,1.0,1.0,1.0,57.0,50,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.916773796
6646843,34793330,100.0,0.0,Ballard,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,99.0,28,89.0,10.0,9.0,10.0,10.0,10.0,9.0,0.9881747959999999
1364440,256203,63.0,0.0,Ballard,Apartment,Private room,1,1,1.0,1.0,1.0,55.0,20,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9236634970000001
1781873,2237228,100.0,0.0,Ballard,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,96.0,57,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0.9351161720000001
4138423,129014,100.0,0.0,Ballard,House,Entire home/apt,4,2,1.0,1.0,1.0,99.0,38,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0.986881495
5562674,28840161,90.0,0.0,Ballard,House,Entire home/apt,4,1,1.0,2.0,2.0,79.0,71,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.88781631
1789341,3979528,100.0,0.0,Ballard,House,Entire home/apt,2,2,1.0,1.0,1.0,115.0,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9983505009999999
4672934,19993125,100.0,1.0,Ballard,House,Entire home/apt,10,6,2.5,3.0,5.0,350.0,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.742803395
4550099,15104715,94.88679817905918,0.0,Ballard,House,Entire home/apt,6,5,3.0,3.0,3.0,295.0,3,93.0,9.0,7.0,9.0,10.0,9.0,8.0,0.5
1198799,6428916,100.0,1.0,Ballard,House,Private room,2,0,1.5,1.0,1.0,70.0,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.937236428
5308429,7849723,100.0,1.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,53.0,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9923988579999999
2769088,5067360,33.0,0.0,Ballard,House,Entire home/apt,4,1,1.0,2.0,2.0,110.0,12,71.0,8.0,6.0,9.0,9.0,9.0,7.0,0.9463889000000001
7603135,39549545,94.88679817905918,0.0,Ballard,House,Entire home/apt,4,1,1.0,2.0,2.0,225.0,4,95.0,10.0,10.0,9.0,10.0,10.0,10.0,0.945365608
9374365,6407320,100.0,0.0,Ballard,House,Private room,2,2,1.5,1.0,1.0,35.0,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.962716162
6106498,31684830,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,55.0,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9329116940000001
9331449,6407320,100.0,0.0,Ballard,Townhouse,Private room,2,2,1.5,1.0,1.0,45.0,2,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.9730024340000001
8799162,46108145,100.0,0.0,Ballard,House,Private room,2,1,1.0,1.0,1.0,79.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8025363090000001
4317390,22414188,90.0,0.0,Ballard,House,Entire home/apt,8,4,1.0,2.0,6.0,133.0,39,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0.9922109840000001
3884851,19477023,100.0,1.0,Ballard,Apartment,Private room,2,1,1.0,1.0,1.0,65.0,64,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9182878729999999
3155785,9484588,94.88679817905918,0.0,Ballard,Apartment,Private room,1,1,2.0,1.0,1.0,61.0,4,80.0,10.0,8.0,9.0,9.0,9.0,9.0,0.967053831
9368517,48604323,100.0,0.0,Ballard,House,Entire home/apt,4,1,2.0,3.0,3.0,200.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.920295715
5643240,12036205,100.0,0.0,Ballard,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,70.0,8,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0.986114264
5042014,18413215,100.0,0.0,Ballard,House,Private room,1,1,1.0,1.0,1.0,52.0,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9514787790000001
7724630,26877490,94.88679817905918,0.0,Ballard,Apartment,Private room,2,1,1.0,1.0,1.0,50.0,1,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0.7658492920000001
9449437,6407320,100.0,0.0,Ballard,Townhouse,Entire home/apt,8,8,2.5,4.0,4.0,275.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9938867090000001
3053237,11580391,100.0,1.0,Ballard,House,Entire home/apt,2,1,1.0,1.0,1.0,149.0,85,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0.919062972
8132347,3681393,88.0,0.0,Ballard,House,Entire home/apt,8,5,2.0,2.0,4.0,199.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
63733,311363,100.0,0.0,Ballard,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,89.0,125,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.936230242
