id,host_id,host_response_rate,host_is_superhost,accommodates,guests_included,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,description_score,neighbourhood_Ballard,neighbourhood_Beacon_Hill,neighbourhood_Capitol_Hill,neighbourhood_Cascade,neighbourhood_Central_Area,neighbourhood_Delridge,neighbourhood_Downtown,neighbourhood_Interbay,neighbourhood_Lake_City,neighbourhood_Magnolia,neighbourhood_Northgate,neighbourhood_Other_neighborhoods,neighbourhood_Queen_Anne,neighbourhood_Rainier_Valley,neighbourhood_Seward_Park,neighbourhood_University_District,neighbourhood_West_Seattle,property_type_Apartment,property_type_Bed_Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,room_type_Entire_home_apt,room_type_Private_room,room_type_Shared_room
7396508,754810,96.0,1.0,4,2,1.0,1.0,2.0,150.0,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.7923701409999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6272065,15436286,94.88679817905918,0.0,2,1,1.0,1.0,1.0,65.0,12,90.0,9.0,8.0,10.0,10.0,9.0,9.0,0.939528465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7072218,36623453,100.0,0.0,3,1,1.0,1.0,1.0,120.0,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.796870828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7075948,37101658,100.0,0.0,5,1,1.5,2.0,2.0,300.0,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7543458,27128557,100.0,1.0,2,0,1.0,1.0,1.0,89.0,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3769336,18423248,78.0,0.0,2,1,1.0,1.0,1.0,109.0,46,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0.740543127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8666707,45189332,100.0,0.0,3,1,1.0,1.0,1.0,75.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.948949695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7205443,5267359,90.0,0.0,6,4,1.0,2.0,3.0,99.0,10,84.0,9.0,9.0,9.0,9.0,8.0,8.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
193371,937951,100.0,0.0,5,4,2.5,3.0,3.0,150.0,25,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.997219145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9957555,351623,100.0,0.0,6,4,1.5,3.0,4.0,175.0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.965638995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6795678,17986403,100.0,1.0,4,2,1.0,1.0,2.0,120.0,27,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.983938456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9300972,27339584,100.0,0.0,2,1,1.0,1.0,1.0,45.0,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,0.99538523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8047522,754810,96.0,1.0,7,4,1.5,2.0,5.0,150.0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97606045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9457328,23093151,100.0,0.0,4,1,1.0,2.0,2.0,95.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.978955925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6576006,27339584,100.0,0.0,2,0,1.5,1.0,1.0,50.0,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9881054159999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7971334,20820841,100.0,0.0,2,1,1.0,1.0,1.0,129.0,28,88.0,9.0,9.0,10.0,10.0,9.0,9.0,0.9559197429999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1984962,8956137,100.0,0.0,6,1,3.5,3.0,3.0,295.0,22,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0.978610396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9292039,5267359,90.0,0.0,2,1,1.0,1.0,1.0,99.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.959466934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6661617,5946086,90.0,0.0,6,6,2.5,2.0,3.0,175.0,17,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9709188940000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8848854,6758953,100.0,0.0,5,6,2.0,2.0,3.0,150.0,1,80.0,10.0,10.0,10.0,10.0,8.0,8.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3251069,2108094,50.0,0.0,2,1,1.0,1.0,1.0,109.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.888487875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4111137,5079733,100.0,0.0,4,2,1.0,1.0,2.0,85.0,15,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.975167036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4760472,6047879,90.0,0.0,3,2,1.0,1.0,1.0,80.0,35,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.8064500090000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8968925,8540901,40.0,0.0,4,1,2.5,1.0,2.0,115.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9159039259999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3293438,16639011,100.0,0.0,2,1,1.0,1.0,1.0,85.0,88,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.96871233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9210978,43014741,100.0,0.0,4,1,2.0,2.0,2.0,200.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9944981340000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3319386,8110932,94.88679817905918,1.0,2,0,1.0,1.0,1.0,169.0,42,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.790568829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7717813,40550531,100.0,0.0,4,4,1.0,1.0,2.0,130.0,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.972227693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5578943,26630462,100.0,1.0,2,2,1.0,1.0,1.0,79.0,36,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9795617459999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4271221,22176009,90.0,1.0,2,1,1.0,1.0,1.0,80.0,78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9979878659999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6358605,26737345,94.88679817905918,0.0,2,1,1.0,1.0,1.0,66.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9769418240000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1439237,7730805,90.0,1.0,2,2,1.0,1.0,1.0,97.0,58,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.871002614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7775167,9763076,88.0,1.0,2,1,1.0,1.0,1.0,58.0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9152638909999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7437784,4143171,100.0,1.0,2,2,1.0,1.0,1.0,125.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.993792295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9628972,49799519,50.0,0.0,2,1,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.7577784059999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8425013,658155,100.0,1.0,10,1,3.5,5.0,7.0,350.0,3,93.0,9.0,10.0,8.0,9.0,9.0,9.0,0.7422067520000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6925807,35935774,94.88679817905918,0.0,4,1,1.5,2.0,2.0,375.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.944000244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7400955,37224930,100.0,0.0,6,1,2.0,3.0,5.0,240.0,3,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0.941417933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8174389,43141994,94.88679817905918,0.0,5,1,1.0,2.0,2.0,189.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.821064949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6292452,3431955,94.88679817905918,0.0,6,5,3.5,4.0,5.0,250.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.968975425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9095668,45025312,100.0,0.0,2,2,1.0,0.0,1.0,90.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8335930709999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
413733,2057654,100.0,1.0,6,2,1.0,2.0,2.0,125.0,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8783900,46041428,100.0,0.0,7,7,1.5,0.0,2.0,155.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.993687749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
639130,3187723,75.0,0.0,8,1,3.0,4.0,5.0,195.0,2,80.0,9.0,7.0,8.0,9.0,10.0,10.0,0.952928185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2484067,4143171,100.0,1.0,3,2,1.0,1.0,2.0,69.0,29,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0.8946343659999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3533112,17787500,94.88679817905918,0.0,3,2,1.0,0.0,1.0,200.0,12,93.0,9.0,10.0,10.0,10.0,8.0,9.0,0.9857802390000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2249292,10136334,100.0,1.0,4,2,1.0,2.0,2.0,75.0,63,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8586956259999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7838294,4608651,100.0,0.0,5,4,1.0,2.0,3.0,225.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.834025145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6133354,13042181,100.0,0.0,2,1,1.0,0.0,1.0,135.0,26,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0.977330446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7987836,1276476,100.0,0.0,2,1,1.0,1.0,1.0,85.0,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9938924309999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9910025,21223543,100.0,0.0,4,2,1.0,2.0,2.0,110.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.946930945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7364024,14196478,100.0,0.0,4,3,1.0,1.0,2.0,110.0,10,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0.985880613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9362082,406209,100.0,0.0,5,1,1.0,2.0,2.0,250.0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.9357239009999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7462428,16718874,67.0,0.0,1,1,1.5,1.0,1.0,50.0,11,89.0,10.0,9.0,9.0,9.0,9.0,9.0,0.985407412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4370312,1142416,100.0,0.0,2,2,1.0,1.0,1.0,78.0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.99301815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4053972,2325108,100.0,0.0,2,1,1.0,1.0,1.0,95.0,65,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9369854329999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6209191,32197370,100.0,0.0,2,2,1.5,1.0,1.0,95.0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8102432490000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10123910,28991907,94.88679817905918,0.0,8,1,1.0,4.0,5.0,295.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.956756115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6412858,3929874,100.0,0.0,6,4,2.5,3.0,2.0,175.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94083333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3987838,20671912,100.0,0.0,2,2,1.0,1.0,1.0,90.0,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.989109993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7027507,6727475,94.88679817905918,0.0,1,1,1.0,1.0,1.0,68.0,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.992665768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6587443,3929874,100.0,0.0,4,2,1.0,1.0,1.0,74.0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9725074770000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10204689,27761130,94.88679817905918,0.0,2,1,1.0,1.0,1.0,80.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.910208225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1029680,3322742,94.88679817905918,0.0,4,1,2.0,3.0,3.0,500.0,6,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0.899525225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7208439,10104021,80.0,1.0,4,2,1.0,1.0,2.0,115.0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8327765,16786048,90.0,0.0,8,1,3.0,4.0,5.0,500.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8281315570000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3953611,6576807,100.0,1.0,4,2,1.0,1.0,2.0,115.0,53,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.974888742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2584354,12651381,94.88679817905918,0.0,2,1,1.0,1.0,1.0,125.0,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9898158909999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4574700,23713302,100.0,0.0,8,1,3.0,3.0,4.0,350.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9800467490000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5685646,29480224,100.0,0.0,6,2,1.0,2.0,3.0,140.0,60,94.0,9.0,9.0,10.0,9.0,10.0,10.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
977722,5282519,100.0,0.0,2,1,1.0,1.0,1.0,80.0,64,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.918912292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2931922,3074414,80.0,0.0,5,2,2.0,2.0,2.0,145.0,10,87.0,9.0,9.0,9.0,9.0,9.0,8.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8253955,8350163,100.0,0.0,6,2,1.0,1.0,3.0,150.0,3,93.0,10.0,10.0,9.0,10.0,9.0,8.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6426462,3074414,80.0,0.0,1,1,1.0,1.0,1.0,65.0,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.931864977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8154238,1243056,90.0,0.0,1,1,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9733870029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5020861,1324474,100.0,0.0,3,1,1.0,1.0,1.0,65.0,14,92.0,10.0,8.0,9.0,10.0,10.0,9.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
9282348,48203627,100.0,0.0,2,15,0.5,1.0,1.0,35.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8939306,26967583,98.0,0.0,2,1,1.0,1.0,1.0,41.0,14,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0.7679049370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5423692,11613383,100.0,0.0,2,1,1.0,1.0,1.0,59.0,36,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0.995488942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9159975,37461306,93.0,0.0,2,1,1.5,1.0,1.0,49.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.743468404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7561272,26967583,98.0,0.0,2,1,1.0,1.0,1.0,47.0,28,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0.8380864259999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7326419,28715163,100.0,0.0,2,1,1.0,1.0,1.0,65.0,14,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.9645755290000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9373607,16820220,100.0,0.0,2,1,1.0,1.0,1.0,41.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.769870996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6717555,34472831,94.88679817905918,0.0,1,1,1.0,1.0,1.0,35.0,1,80.0,6.0,6.0,10.0,10.0,10.0,8.0,0.9235911370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8939433,26967583,98.0,0.0,2,1,1.0,1.0,1.0,43.0,12,87.0,10.0,9.0,9.0,10.0,9.0,10.0,0.7679049370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8939503,26967583,98.0,0.0,2,1,1.0,1.0,1.0,44.0,14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.767490208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8742753,19381151,100.0,0.0,2,1,1.0,1.0,1.0,99.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.738311589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8939687,26967583,98.0,0.0,2,1,1.0,1.0,1.0,45.0,8,83.0,9.0,9.0,10.0,10.0,9.0,9.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3793406,881457,94.88679817905918,1.0,2,1,1.0,2.0,2.0,98.0,9,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0.790671468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9134196,23502285,90.0,0.0,2,1,1.0,0.0,1.0,109.0,1,80.0,6.0,8.0,6.0,4.0,8.0,6.0,0.905399203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6007267,7178350,94.88679817905918,0.0,3,3,1.0,1.0,1.0,75.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8132431509999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3422894,1037114,94.88679817905918,0.0,2,1,1.0,0.0,1.0,88.0,18,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.6917399759999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3630581,3074414,80.0,0.0,2,1,1.0,0.0,1.0,98.0,9,78.0,8.0,9.0,9.0,10.0,8.0,8.0,0.9774160390000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9394508,2911360,100.0,0.0,4,1,1.0,1.0,2.0,75.0,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.9728472229999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7348578,26967583,98.0,0.0,3,1,2.0,1.0,1.0,40.0,30,89.0,10.0,9.0,10.0,10.0,10.0,9.0,0.73643285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8869680,8026420,100.0,0.0,4,2,1.0,0.0,1.0,85.0,7,91.0,10.0,9.0,9.0,9.0,10.0,10.0,0.96098721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7678429,40321471,94.88679817905918,0.0,2,1,1.0,1.0,1.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.88168931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2979387,14456173,100.0,0.0,10,7,2.0,3.0,7.0,275.0,17,88.0,9.0,9.0,10.0,10.0,9.0,9.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1531458,3074414,80.0,0.0,4,1,1.0,1.0,2.0,105.0,29,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9807343479999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1549973,3074414,80.0,0.0,3,1,1.0,1.0,1.0,78.0,7,66.0,6.0,8.0,8.0,8.0,7.0,6.0,0.956501663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1123977,2051621,75.0,0.0,4,4,1.0,1.0,2.0,150.0,8,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.979704738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5719631,3074414,80.0,0.0,3,1,1.0,1.0,1.0,95.0,3,73.0,10.0,9.0,10.0,10.0,10.0,9.0,0.988826632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9580209,2911360,100.0,0.0,5,2,2.0,2.0,3.0,155.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9364220,23502285,90.0,0.0,2,1,1.0,0.0,1.0,109.0,1,100.0,6.0,10.0,10.0,8.0,10.0,10.0,0.905399203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9663221,2911360,100.0,0.0,4,1,1.0,0.0,2.0,80.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8503370290000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9636952,2911360,100.0,0.0,2,1,1.0,0.0,2.0,80.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.991579175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8594059,621691,100.0,0.0,5,1,1.0,2.0,2.0,125.0,2,80.0,8.0,7.0,10.0,10.0,9.0,8.0,0.9749858379999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6278756,32640082,94.88679817905918,0.0,2,1,1.0,1.0,1.0,55.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
